,MapCode,SpeciesName,CohortAge,CohortBiomass
13954,468,LITU,40,234
14593,468,OXAR,10,11
699,468,PITA,10,70
11614,469,LIST,10,69
6170,469,PITA,10,38
1797,470,PITA,20,110
2892,470,PITA,30,127
8343,471,ACRU,10,25
10564,471,LIST,30,66
706,471,PITA,20,166
1802,472,PITA,30,273
10768,473,LIST,30,73
1803,473,PITA,40,478
3992,474,PITA,10,45
11384,475,LIST,20,269
6180,475,PITA,10,35
3994,475,PITA,20,143
9637,476,CATO6,30,15
716,476,PITA,20,238
14889,476,PRSE2,20,57
12880,477,LITU,10,18
3999,477,PITA,20,218
7955,478,ACRU,20,88
11511,478,LIST,30,67
9012,479,ACRU,20,152
10662,479,LIST,40,248
442,480,PIST,20,52
7086,480,PIVI2,40,241
16012,480,QUFA,30,385
5101,481,PITA,20,144
17050,481,QUST,20,93
1823,482,PITA,20,112
731,483,PITA,10,70
4377,483,PITA,20,46
1826,483,PITA,40,470
1828,483,PITA,50,234
13259,484,LITU,130,3487
106,485,PIEC,60,402
16215,485,QUFA,30,275
12017,486,LIST,30,113
1831,486,PITA,10,12
1832,486,PITA,120,1068
5114,487,PITA,20,144
5115,487,PITA,40,450
1836,488,PITA,20,206
1837,489,PITA,20,326
4025,490,PITA,20,144
4026,491,PITA,20,38
10561,492,LIST,50,440
16368,492,QUPH,40,382
10084,493,LIST,10,13
1842,493,PITA,60,751
1844,494,PITA,30,301
8472,495,ACRU,10,15
15710,495,QUAL,20,93
1847,496,PITA,10,16
4035,497,PITA,40,366
4766,497,PITA,120,3035
6103,498,PITA,10,70
6226,499,PITA,20,133
7993,500,ACRU,40,352
12676,500,LITU,150,2272
17106,500,QUVE,50,564
1856,501,PITA,10,16
12591,502,LITU,40,146
15000,502,QUAL,30,270
16976,502,QUST,20,93
7997,503,ACRU,20,59
10010,503,LIST,10,10
5139,503,PITA,10,13
5142,504,PITA,50,597
14994,504,QUAL,20,131
12168,505,LIST,40,347
16997,505,QUST,20,93
10466,506,LIST,30,129
1866,506,PITA,10,60
775,507,PITA,20,44
1869,507,PITA,30,269
16201,507,QUFA,30,481
11323,508,LIST,10,20
4059,509,PITA,20,144
4060,510,PITA,30,273
17048,510,QUST,20,93
15812,511,QUAL,70,1466
16710,511,QUMO4,20,278
16552,511,QUMO4,40,878
12061,512,LIST,40,258
1878,512,PITA,10,205
4066,512,PITA,30,257
2976,513,PITA,30,154
11696,514,LIST,20,111
16341,515,QUPH,10,20
9361,516,ACRU,20,48
1884,516,PITA,50,65
15713,516,QUAL,10,37
1887,517,PITA,30,63
17262,517,ULAL,10,10
10488,518,LIST,20,97
14486,518,NYSY,10,18
1889,518,PITA,20,105
1892,519,PITA,30,273
1893,519,PITA,40,1097
5174,520,PITA,30,79
9256,521,ACRU,30,79
14529,521,OXAR,10,11
16791,521,QUMO4,40,617
11229,522,LIST,30,112
1898,522,PITA,30,180
13698,523,LITU,30,83
229,523,PIEC,40,222
809,524,PITA,10,389
1903,524,PITA,20,60
7659,525,PIVI2,40,397
16795,525,QUMO4,60,1354
357,526,PIEC,10,20
1907,526,PITA,20,189
5188,527,PITA,10,89
6162,527,PITA,20,67
5190,528,PITA,10,20
6164,528,PITA,20,43
17147,528,QUVE,30,428
5923,529,PITA,40,2118
4830,530,PITA,40,185
1915,530,PITA,50,561
16220,530,QUFA,40,279
5197,531,PITA,20,193
7428,531,PIVI2,20,75
10642,532,LIST,20,131
5200,532,PITA,50,516
5567,533,PITA,30,130
16223,533,QUFA,10,39
8510,534,ACRU,30,229
8509,534,ACRU,50,510
10482,534,LIST,60,615
11014,535,LIST,10,31
15304,536,QUAL,50,770
15917,536,QUCO2,60,768
4116,537,PITA,10,26
8399,538,ACRU,20,25
11017,538,LIST,10,31
13973,539,LITU,30,103
262,540,PIEC,10,10
5214,540,PITA,20,57
4122,541,PITA,10,31
3030,541,PITA,20,43
11878,542,LIST,10,13
5217,542,PITA,20,108
1938,542,PITA,40,455
1940,543,PITA,20,205
1941,544,PITA,10,43
1942,544,PITA,20,62
9259,545,ACRU,10,37
7921,545,ACRU,20,20
1943,545,PITA,40,517
853,546,PITA,20,156
16235,546,QUFA,20,96
3042,547,PITA,20,77
15122,547,QUAL,30,246
5230,548,PITA,20,47
15575,548,QUAL,20,76
10676,549,LIST,10,78
12694,549,LITU,40,249
17034,549,QUST,30,387
13143,550,LITU,100,1422
14968,550,QUAL,40,448
1957,551,PITA,10,16
3052,551,PITA,20,169
10237,552,LIST,40,184
4146,552,PITA,20,144
5241,553,PITA,10,70
5242,554,PITA,10,62
4517,554,PITA,20,70
8143,555,ACRU,20,88
9997,555,LIST,20,269
7900,556,ACRU,30,111
9982,556,LIST,20,216
4156,557,PITA,20,342
16420,558,QUPH,10,25
11060,559,LIST,30,330
877,559,PITA,30,226
13405,560,LITU,20,145
1972,560,PITA,20,153
5254,561,PITA,20,50
10375,562,LIST,10,10
1975,562,PITA,20,233
883,562,PITA,30,382
9777,563,FRPE,30,58
3073,564,PITA,30,357
8080,565,ACRU,20,44
1980,565,PITA,20,315
231,566,PIEC,30,149
1983,566,PITA,30,95
5265,566,PITA,50,383
1985,567,PITA,40,322
11684,568,LIST,30,69
4173,568,PITA,20,151
1988,569,PITA,20,85
196,570,PIEC,40,107
1990,570,PITA,30,265
13180,571,LITU,40,139
15085,571,QUAL,40,187
9273,572,ACRU,60,531
11814,572,LIST,30,63
154,572,PIEC,40,142
10718,573,LIST,20,131
16271,573,QUFA,30,124
5278,574,PITA,40,701
4186,575,PITA,20,149
6691,575,PITA,30,303
5281,576,PITA,20,144
5283,576,PITA,30,279
14930,577,PRSE2,30,69
16782,577,QUMO4,30,521
4192,578,PITA,30,273
5287,578,PITA,60,1019
6612,579,PITA,70,1948
9332,580,ACRU,30,80
6018,580,PITA,20,81
4925,580,PITA,30,738
15633,580,QUAL,10,37
2012,581,PITA,20,144
4200,582,PITA,20,120
16057,582,QUFA,20,31
11714,583,LIST,10,35
4202,583,PITA,20,50
4203,583,PITA,50,956
2018,584,PITA,10,13
4206,585,PITA,20,66
10745,586,LIST,10,13
2020,586,PITA,10,30
2022,587,PITA,20,144
9225,588,ACRU,30,151
5912,588,PITA,30,261
11722,589,LIST,10,20
2025,589,PITA,10,33
4942,589,PITA,20,57
14699,590,PLOC,90,1821
13707,591,LITU,10,46
6972,591,PIVI2,40,329
16476,591,QUMO4,40,640
8135,592,ACRU,10,20
5313,592,PITA,20,109
5314,593,PITA,10,16
16135,593,QUFA,20,101
9277,594,ACRU,40,281
14198,594,LITU,50,480
8260,595,ACRU,30,97
10153,595,LIST,20,111
4225,595,PITA,20,213
10766,596,LIST,10,87
2041,596,PITA,20,70
8389,597,ACRU,20,68
2043,597,PITA,20,144
5325,597,PITA,30,273
8836,598,ACRU,30,94
5326,598,PITA,20,87
11502,599,LIST,20,251
13116,599,LITU,40,239
8029,600,ACRU,20,88
4237,600,PITA,30,571
15021,600,QUAL,30,144
9542,601,CAGL8,60,321
9948,601,JUNI,30,377
6790,602,PIVI2,10,44
7649,603,PIVI2,20,103
7081,603,PIVI2,40,210
16725,603,QUMO4,40,277
966,604,PITA,10,216
9547,605,CAGL8,80,1687
13374,605,LITU,30,98
6757,605,PIVI2,90,799
7805,606,ACRU,20,88
12505,606,LITU,50,372
15196,606,QUAL,10,38
12772,607,LITU,80,760
2066,607,PITA,40,535
7619,607,PIVI2,30,79
12527,608,LITU,10,14
9529,609,CAGL8,60,1668
13867,609,LITU,90,776
13139,610,LITU,40,507
14579,610,OXAR,20,85
7663,610,PIVI2,30,168
8296,611,ACRU,30,151
14619,611,OXAR,30,74
13146,612,LITU,150,2178
486,612,PIST,50,146
7978,613,ACRU,50,787
15936,613,QUCO2,60,1726
9422,614,BENI,50,551
12494,614,LITU,150,1262
15336,615,QUAL,10,37
16401,615,QUPH,30,412
14436,616,LITU,30,125
4272,616,PITA,20,128
2087,617,PITA,30,273
15714,617,QUAL,20,102
12912,618,LITU,10,28
6099,618,PITA,10,20
11913,619,LIST,10,16
6465,619,PITA,20,101
16893,619,QURU,20,134
10819,620,LIST,30,202
2094,620,PITA,20,241
12672,621,LITU,30,99
16575,621,QUMO4,50,960
11918,622,LIST,40,258
2098,622,PITA,20,130
8934,623,ACRU,40,437
14553,623,OXAR,20,134
6962,623,PIVI2,50,671
13779,624,LITU,150,5775
13291,625,LITU,30,82
13290,625,LITU,150,2145
2106,626,PITA,10,13
9813,627,FRPE,50,645
14678,627,PLOC,40,843
6804,628,PIVI2,30,62
17250,628,ULAL,30,153
8825,629,ACRU,30,85
4298,629,PITA,120,866
8824,630,ACRU,10,15
5394,630,PITA,30,864
9956,631,LIST,10,31
4302,631,PITA,100,903
16084,631,QUFA,10,20
5034,632,PITA,30,533
17004,632,QUST,20,93
14162,633,LITU,60,617
2120,633,PITA,50,472
13433,634,LITU,20,565
6780,634,PIVI2,20,63
14248,635,LITU,10,61
6136,635,PITA,40,305
5406,635,PITA,160,611
13679,636,LITU,10,22
11343,637,LIST,20,38
2128,637,PITA,10,70
7153,637,PIVI2,20,75
10491,638,LIST,140,1739
379,638,PIEC,50,502
4320,639,PITA,10,368
6726,639,PIVI2,10,10
6727,640,PIVI2,30,123
15681,640,QUAL,20,369
16193,640,QUFA,10,39
10501,641,LIST,20,111
2138,641,PITA,10,10
1046,641,PITA,20,80
9100,642,ACRU,30,756
11598,642,LIST,30,100
4328,642,PITA,20,193
4694,642,PITA,30,116
8734,643,ACRU,50,559
12208,643,LIST,150,1094
8042,644,ACRU,20,59
10140,644,LIST,10,131
13217,644,LITU,30,78
13216,644,LITU,40,345
8126,645,ACRU,10,27
12525,645,LITU,40,413
2153,646,PITA,30,212
16058,646,QUFA,30,364
10269,647,LIST,40,118
12449,647,LITU,20,108
14991,647,QUAL,10,31
13349,648,LITU,150,2446
5804,648,PITA,30,411
4346,648,PITA,80,1825
12983,649,LITU,50,419
14598,649,OXAR,20,85
10197,650,LIST,10,29
2163,650,PITA,10,80
12110,651,LIST,40,97
5811,651,PITA,20,112
12189,652,LIST,30,260
4354,652,PITA,40,789
9121,653,ACRU,60,681
14209,653,LITU,90,723
10895,654,LIST,10,61
5451,654,PITA,10,417
2172,654,PITA,20,32
10896,655,LIST,30,104
13488,655,LITU,60,423
10899,656,LIST,30,89
5944,656,PITA,50,492
5458,657,PITA,120,3115
2179,658,PITA,20,359
15189,659,QUAL,140,2066
16019,659,QUFA,70,1107
7083,660,PIVI2,30,210
15997,660,QUFA,30,139
10909,661,LIST,20,82
45,661,PIEC,50,537
15078,661,QUAL,160,3818
8412,662,ACRU,10,15
13622,662,LITU,60,827
6077,662,PITA,10,70
2188,662,PITA,20,144
2189,662,PITA,30,181
12571,663,LITU,40,113
14524,663,OXAR,20,59
16523,663,QUMO4,10,218
5111,664,PITA,20,65
7586,664,PIVI2,10,26
8785,665,ACRU,20,88
13509,665,LITU,20,108
2197,665,PITA,40,1024
5480,666,PITA,20,261
10321,667,LIST,10,24
5483,667,PITA,30,82
11660,668,LIST,20,111
2205,668,PITA,30,418
13886,669,LITU,10,28
14128,669,LITU,20,99
12829,669,LITU,50,351
11544,670,LIST,20,119
7639,670,PIVI2,30,275
10573,671,LIST,20,111
5492,671,PITA,20,360
7710,671,PIVI2,20,103
16253,671,QUFA,20,25
10100,672,LIST,10,69
337,672,PIEC,50,409
6876,672,PIVI2,30,184
2219,673,PITA,20,272
2220,673,PITA,30,624
8039,674,ACRU,20,20
2221,674,PITA,10,191
10339,675,LIST,40,105
143,675,PIEC,40,299
8450,676,ACRU,20,88
2225,676,PITA,50,930
2226,676,PITA,60,784
11682,677,LIST,20,111
4415,677,PITA,20,376
10008,678,LIST,20,156
2230,678,PITA,20,536
6925,679,PIVI2,20,67
16672,679,QUMO4,20,82
8579,680,ACRU,20,88
12258,680,LIST,110,1459
2236,681,PITA,10,10
4789,681,PITA,20,155
5154,682,PITA,20,254
8583,683,ACRU,30,98
10719,683,LIST,40,186
12360,683,LIST,50,405
2239,683,PITA,30,243
12422,684,LIST,50,377
5523,684,PITA,120,2021
9772,685,FRPE,20,68
2245,685,PITA,30,341
2247,686,PITA,20,112
4435,687,PITA,20,102
12065,688,LIST,10,13
5530,688,PITA,20,48
9740,689,FRAM2,20,291
2252,690,PITA,20,178
16943,690,QURU,10,124
542,691,PIST,50,783
15934,691,QUCO2,30,171
14369,692,LITU,50,173
14053,692,LITU,150,2179
9090,693,ACRU,10,20
2258,693,PITA,40,450
8604,694,ACRU,50,542
15791,694,QUAL,60,1018
2262,695,PITA,20,253
5179,695,PITA,30,305
11353,696,LIST,30,129
2264,696,PITA,20,269
4452,696,PITA,30,173
9223,697,ACRU,30,98
12604,697,LITU,90,720
14840,697,PRSE2,40,88
3364,698,PITA,10,13
8978,699,ACRU,20,51
9873,699,FRPE,20,135
9801,699,FRPE,30,41
11606,699,LIST,40,325
9109,700,ACRU,30,162
9791,700,FRPE,20,30
11976,700,LIST,50,943
6289,701,PITA,10,118
4466,702,PITA,30,273
5560,703,PITA,40,256
14365,704,LITU,50,366
13961,704,LITU,60,675
8628,705,ACRU,20,254
7551,705,PIVI2,40,482
15861,705,QUCO2,30,41
16638,705,QUMO4,20,104
11013,706,LIST,10,29
10526,706,LIST,40,279
4474,706,PITA,30,154
2289,706,PITA,40,157
4478,707,PITA,20,144
2292,707,PITA,70,585
6509,707,PITA,80,535
15307,707,QUAL,50,518
5575,708,PITA,30,273
17173,708,ULAL,40,269
11996,709,LIST,10,40
15437,709,QUAL,30,148
2299,710,PITA,10,382
5216,710,PITA,20,38
5581,711,PITA,10,70
2302,711,PITA,20,144
9137,712,ACRU,10,27
9260,712,ACRU,20,88
5583,712,PITA,50,597
8530,713,ACRU,30,113
2306,713,PITA,10,70
2307,713,PITA,30,348
2309,714,PITA,20,87
2310,715,PITA,10,20
14669,716,PLOC,30,350
9758,717,FRAM2,10,12
273,717,PIEC,20,323
7214,717,PIVI2,20,129
8540,718,ACRU,20,199
5595,718,PITA,20,304
2316,718,PITA,40,205
17263,718,ULAL,10,31
7775,719,ACRU,50,692
1226,719,PITA,20,286
10114,720,LIST,30,30
14963,720,QUAL,30,91
16039,720,QUFA,20,216
10043,721,LIST,40,189
13393,721,LITU,20,31
15894,722,QUCO2,40,85
16515,722,QUMO4,50,194
10200,723,LIST,30,185
2328,723,PITA,30,977
9894,724,FRPE,30,95
1237,724,PITA,30,356
5248,725,PITA,50,597
14416,726,LITU,20,505
4520,726,PITA,10,64
8560,727,ACRU,30,91
14217,727,LITU,30,535
7358,727,PIVI2,30,127
9171,728,ACRU,20,37
11062,728,LIST,20,47
5256,729,PITA,10,342
8687,730,ACRU,10,15
6109,730,PITA,10,74
8688,731,ACRU,20,53
14141,731,LITU,20,79
11677,732,LIST,20,200
14751,732,PRSE2,20,50
11070,733,LIST,10,16
4534,733,PITA,20,404
15119,733,QUAL,30,138
9348,734,ACRU,20,88
11440,734,LIST,40,247
5509,734,PITA,30,273
8818,735,ACRU,30,225
11441,735,LIST,10,31
8460,736,ACRU,30,106
7259,736,PIVI2,30,85
6851,736,PIVI2,50,262
12389,737,LIST,10,55
2358,737,PITA,30,186
2359,737,PITA,40,470
11086,738,LIST,10,87
4548,738,PITA,20,40
2362,738,PITA,30,356
11451,739,LIST,30,112
15462,739,QUAL,10,15
16411,739,QUPH,40,399
10724,740,LIST,60,762
290,740,PIEC,40,240
2369,741,PITA,10,13
15750,741,QUAL,30,41
17154,741,QUVE,30,124
12107,742,LIST,10,29
16073,742,QUFA,10,45
12194,743,LIST,20,56
7604,743,PIVI2,40,488
11464,744,LIST,150,1509
2376,744,PITA,120,1957
11102,745,LIST,20,37
4565,745,PITA,50,735
10372,746,LIST,30,97
5661,747,PITA,20,144
5662,747,PITA,50,597
2383,748,PITA,20,37
2384,748,PITA,40,425
8729,749,ACRU,10,37
4572,749,PITA,10,10
9331,750,ACRU,10,37
3481,750,PITA,20,441
11113,751,LIST,20,156
15365,751,QUAL,20,161
13458,752,LITU,40,575
7375,752,PIVI2,20,21
14276,753,LITU,160,1000
13463,754,LITU,20,108
9486,755,CAGL8,60,1140
16665,755,QUMO4,70,2777
76,756,PIEC,40,203
4585,756,PITA,40,502
2399,756,PITA,50,614
10393,757,LIST,60,893
15827,757,QUAL,40,1020
11129,758,LIST,40,189
5682,758,PITA,40,173
5319,758,PITA,60,847
9799,759,FRPE,20,231
10320,759,LIST,30,191
13233,759,LITU,120,920
8714,760,ACRU,40,8
10036,760,LIST,50,967
11745,761,LIST,30,145
5690,761,PITA,20,45
6300,761,PITA,40,450
12875,762,LITU,40,229
5694,762,PITA,30,371
6548,763,PITA,20,112
8028,764,ACRU,30,84
12793,764,LITU,20,135
5696,764,PITA,20,92
4604,764,PITA,40,395
15020,764,QUAL,20,45
2421,765,PITA,20,39
10127,766,LIST,20,69
4245,766,PITA,20,494
2424,767,PITA,20,152
2425,767,PITA,40,595
15031,767,QUAL,10,25
9330,768,ACRU,10,15
8292,769,ACRU,20,59
5344,769,PITA,10,24
11155,770,LIST,20,108
2430,770,PITA,20,21
5711,770,PITA,120,2276
10182,771,LIST,20,24
14232,771,LITU,20,163
1340,771,PITA,20,196
2436,772,PITA,30,391
7723,772,PIVI2,20,31
6084,773,PITA,20,296
10800,774,LIST,20,108
4626,774,PITA,40,801
7934,775,ACRU,20,56
13389,775,LITU,130,1747
13150,776,LITU,10,89
7098,776,PIVI2,40,440
2445,777,PITA,10,39
4633,777,PITA,20,132
8224,778,ACRU,30,174
2447,778,PITA,30,137
9718,779,FAGR,10,108
12828,779,LITU,30,99
15054,779,QUAL,10,38
6989,780,PIVI2,30,168
16962,780,QURU,30,394
5734,781,PITA,20,36
6912,781,PIVI2,20,156
8679,782,ACRU,40,307
13525,782,LITU,150,814
11183,783,LIST,10,31
5376,783,PITA,20,205
4647,784,PITA,10,70
9659,785,CATO6,30,74
11430,785,LIST,20,251
6229,785,PITA,30,330
17278,785,ULAL,20,65
5381,786,PITA,10,46
7963,787,ACRU,60,3310
2466,787,PITA,30,328
15445,787,QUAL,30,180
9960,788,LIST,10,29
2469,788,PITA,20,62
2470,788,PITA,30,647
17196,788,ULAL,10,49
5753,789,PITA,90,1003
2474,789,PITA,100,1717
7886,790,ACRU,10,27
14031,790,LITU,30,139
8461,791,ACRU,10,30
12820,791,LITU,120,797
9463,792,CAGL8,30,132
4667,792,PITA,20,144
509,793,PIST,30,327
7020,793,PIVI2,20,333
463,794,PIST,30,138
7508,794,PIVI2,20,44
6899,794,PIVI2,30,74
16748,794,QUMO4,40,520
13434,795,LITU,60,490
407,795,PIEC,20,91
8956,796,ACRU,60,1520
14589,796,OXAR,30,73
539,796,PIST,50,552
7149,797,PIVI2,50,573
8719,798,ACRU,30,110
9042,798,ACRU,50,223
16583,798,QUMO4,40,836
15388,799,QUAL,90,1601
16488,799,QUMO4,60,1212
9562,800,CAGL8,20,15
13323,800,LITU,30,228
13932,801,LITU,40,430
15393,801,QUAL,30,111
307,802,PIEC,20,138
14884,802,PRSE2,30,79
13209,803,LITU,150,1813
14581,803,OXAR,20,45
12964,804,LITU,10,28
13208,804,LITU,40,514
12959,805,LITU,60,475
267,805,PIEC,60,626
13579,806,LITU,20,108
3604,806,PITA,20,90
3606,807,PITA,20,251
15854,807,QUCO2,20,158
15881,807,QUCO2,30,124
10511,808,LIST,20,110
2515,808,PITA,40,789
16237,808,QUFA,20,131
12854,809,LITU,150,4317
12654,810,LITU,10,28
16574,810,QUMO4,20,23
11247,811,LIST,20,97
2521,811,PITA,20,196
5438,811,PITA,30,202
4711,812,PITA,10,10
7768,813,ACRU,60,1475
14043,813,LITU,60,726
12405,814,LIST,40,242
17003,814,QUST,50,1255
14214,815,LITU,150,920
16607,815,QUMO4,50,409
8924,816,ACRU,20,99
14357,816,LITU,30,68
13602,817,LITU,20,108
15668,818,QUAL,60,1815
16178,819,QUFA,10,15
8394,820,ACRU,20,495
16473,820,QUMO4,60,960
17041,821,QUST,20,93
11266,822,LIST,10,10
11630,823,LIST,10,10
14556,824,OXAR,20,87
16563,824,QUMO4,140,2861
9492,825,CAGL8,30,113
14059,825,LITU,150,940
2545,826,PITA,20,81
5826,826,PITA,30,282
14719,826,PLOC,40,221
8164,827,ACRU,80,3726
11273,827,LIST,140,2136
2550,828,PITA,10,13
2551,829,PITA,10,21
12477,830,LITU,40,239
8776,831,ACRU,20,137
13257,831,LITU,40,258
14609,832,OXAR,30,134
16530,832,QUMO4,70,1318
14116,833,LITU,10,61
2557,833,PITA,20,70
16965,833,QURU,20,86
4747,834,PITA,20,347
7642,834,PIVI2,20,201
7726,835,PIVI2,30,169
11776,836,LIST,10,47
5722,836,PITA,20,460
11655,837,LIST,30,155
5117,837,PITA,30,160
369,838,PIEC,30,134
16098,838,QUFA,30,337
9039,839,ACRU,50,295
15223,839,QUAL,40,150
128,840,PIEC,50,627
15100,840,QUAL,30,210
9123,841,ACRU,30,102
550,841,PIST,110,2227
9545,842,CAGL8,60,927
14293,842,LITU,30,83
13769,842,LITU,150,1920
502,843,PIST,40,473
16565,843,QUMO4,40,640
2580,844,PITA,10,152
6998,844,PIVI2,20,77
2582,845,PITA,20,31
260,846,PIEC,50,502
176,846,PIEC,60,759
5501,847,PITA,60,847
17281,847,ULAM,20,60
14723,848,PRSE2,30,65
17098,848,QUST,20,98
12681,849,LITU,10,14
12573,850,LITU,20,110
14470,850,NYSY,10,14
16620,850,QUMO4,30,218
4780,851,PITA,20,337
9826,852,FRPE,20,58
2594,852,PITA,30,631
12496,853,LITU,150,2797
17218,854,ULAL,10,17
9656,855,CATO6,50,369
14402,855,LITU,10,33
7502,855,PIVI2,60,573
12136,856,LIST,60,366
14036,856,LITU,20,50
11936,857,LIST,10,16
4792,857,PITA,10,220
17248,857,ULAL,20,72
6664,858,PITA,70,1214
15809,858,QUAL,30,455
5526,859,PITA,20,111
6643,860,PITA,20,30
2612,861,PITA,20,70
2613,861,PITA,70,1201
2614,862,PITA,20,84
16245,863,QUFA,30,275
16299,863,QUPH,20,106
12426,864,LIST,60,620
9008,865,ACRU,30,172
5535,865,PITA,30,337
12323,866,LIST,10,31
6649,866,PITA,30,400
5902,867,PITA,20,164
2623,868,PITA,10,33
5540,868,PITA,20,342
11958,869,LIST,10,20
4812,869,PITA,10,118
5906,869,PITA,20,93
4451,870,PITA,20,57
15766,870,QUAL,40,698
2630,871,PITA,60,1339
5547,872,PITA,20,82
16414,872,QUPH,20,73
12211,873,LIST,40,74
4820,873,PITA,30,99
15404,874,QUAL,30,210
13949,875,LITU,30,535
4823,875,PITA,10,46
15748,875,QUAL,30,227
5920,876,PITA,10,31
11607,877,LIST,10,170
16404,877,QUPH,20,73
8014,878,ACRU,50,527
10054,878,LIST,40,537
10276,879,LIST,30,67
5924,879,PITA,10,70
4833,879,PITA,20,80
2646,879,PITA,30,308
5928,880,PITA,10,7
6295,881,PITA,20,144
5932,881,PITA,40,450
11376,882,LIST,10,16
8879,883,ACRU,20,15
6298,883,PITA,10,129
2653,883,PITA,20,137
8881,884,ACRU,10,51
8516,884,ACRU,20,47
10403,884,LIST,50,512
2658,885,PITA,20,23
8643,886,ACRU,20,25
11018,886,LIST,30,62
2661,887,PITA,30,273
4849,887,PITA,40,230
4850,888,PITA,10,53
5459,888,PITA,20,55
2665,889,PITA,10,70
4853,889,PITA,50,881
5947,890,PITA,20,67
5948,890,PITA,50,532
10298,891,LIST,10,34
11759,891,LIST,20,34
2669,891,PITA,20,35
4859,892,PITA,10,28
2673,892,PITA,20,267
4861,893,PITA,10,16
409,894,PIEC,30,67
6322,894,PITA,20,147
4864,894,PITA,30,166
2678,895,PITA,20,259
11650,896,LIST,10,13
4866,896,PITA,30,204
11043,897,LIST,10,78
5962,897,PITA,20,47
5963,898,PITA,20,272
2684,899,PITA,30,147
4872,899,PITA,50,676
10682,900,LIST,10,10
11901,901,LIST,10,20
6455,901,PITA,20,187
11782,902,LIST,30,129
6419,902,PITA,40,450
2690,902,PITA,50,597
7231,903,PIVI2,30,130
7859,904,ACRU,10,20
3787,904,PITA,20,99
6990,904,PIVI2,20,110
5612,905,PITA,20,144
4884,906,PITA,20,66
2698,907,PITA,120,1957
11423,908,LIST,10,108
11059,908,LIST,50,471
12671,908,LITU,60,608
12715,909,LITU,40,306
1610,910,PITA,10,7
10061,911,LIST,40,436
4527,911,PITA,40,222
3800,912,PITA,10,35
6111,912,PITA,20,116
4895,912,PITA,30,273
2709,913,PITA,30,333
14022,914,LITU,50,322
15079,914,QUAL,30,158
5750,915,PITA,30,527
2713,916,PITA,10,70
16052,916,QUFA,30,158
9350,917,ACRU,10,44
5995,917,PITA,30,681
9765,918,FRAM2,10,8
5633,918,PITA,20,330
17179,918,ULAL,10,114
11932,919,LIST,30,184
16329,919,QUPH,30,98
59,920,PIEC,30,127
6003,920,PITA,20,144
12443,921,LIST,10,87
2724,921,PITA,20,86
15803,922,QUAL,40,376
9941,923,JUNI,40,248
14121,923,LITU,40,225
3823,924,PITA,10,118
4917,925,PITA,20,178
12146,926,LIST,10,31
4918,926,PITA,10,164
16425,926,QUPH,20,113
11459,927,LIST,20,524
5650,927,PITA,30,262
11461,928,LIST,10,10
3830,928,PITA,20,144
12950,929,LITU,30,118
16087,929,QUFA,30,182
12237,930,LIST,20,111
2740,930,PITA,40,450
1649,931,PITA,10,70
6023,931,PITA,20,220
9795,932,FRPE,20,30
6595,932,PITA,20,49
6515,933,PITA,10,108
2747,933,PITA,20,126
8611,934,ACRU,10,27
7286,934,PIVI2,30,338
16227,934,QUFA,40,598
4938,935,PITA,10,304
16700,935,QUMO4,20,110
12848,936,LITU,30,105
7049,936,PIVI2,20,145
14909,937,PRSE2,40,139
16669,937,QUMO4,40,268
3487,938,PITA,20,67
13826,939,LITU,30,140
1665,939,PITA,30,90
3854,940,PITA,30,177
2761,940,PITA,40,620
9233,941,ACRU,10,27
12218,941,LIST,30,67
12343,942,LIST,20,42
4951,942,PITA,40,282
16719,943,QUMO4,10,18
9035,944,ACRU,40,158
11490,944,LIST,30,153
17251,944,ULAL,30,89
10057,945,LIST,20,62
4958,945,PITA,30,273
16371,945,QUPH,30,101
11497,946,LIST,20,131
2773,946,PITA,20,116
9119,947,ACRU,30,101
13481,947,LITU,30,60
10772,948,LIST,10,10
188,948,PIEC,30,397
17246,948,ULAL,40,160
8033,949,ACRU,10,15
2780,949,PITA,20,341
6061,949,PITA,30,399
12631,950,LITU,10,11
5700,951,PITA,20,144
7873,952,ACRU,30,116
11392,952,LIST,40,285
4972,952,PITA,30,168
10415,953,LIST,10,31
3882,953,PITA,20,144
7998,954,ACRU,30,103
9433,954,BENI,20,145
4979,955,PITA,20,123
2793,956,PITA,20,127
4981,956,PITA,40,255
10544,957,LIST,110,2552
14311,957,LITU,20,118
11158,958,LIST,10,31
14193,958,LITU,50,173
2799,959,PITA,20,32
11407,960,LIST,20,111
6082,960,PITA,120,1957
8786,961,ACRU,30,100
13628,961,LITU,10,33
16522,961,QUMO4,70,695
2805,962,PITA,20,92
2806,963,PITA,20,32
2807,964,PITA,20,162
1715,965,PITA,10,70
1716,965,PITA,20,144
10806,966,LIST,20,26
5726,966,PITA,20,144
4998,966,PITA,30,358
